FICE,College name,State,Public/private indicator,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Student/faculty ratio,Instructional expenditure per student,Graduation rate
3747,Clinch Valley Coll. of  the Univ. of Virginia,VA,1,449,406,855,*,*,*,*,*,*,*,689,561,250,1125,422,3093,7168,3689,1961,1728,*,600,1900,18.1,4417,46
3749,George Mason University,VA,1,*,*,*,*,470,570,420,520,*,*,5653,4326,1727,9528,3822,4044,10800,4840,3150,1690,25,580,1050,19.3,6751,46
3752,Virginia Intermont College,VA,2,427,410,837,19,*,*,*,*,*,*,411,354,138,495,61,8170,8170,3980,3980,*,100,600,3000,12.3,*,48
3753,Virginia Military Institute,VA,1,541,484,1025,22,500,600,430,540,20,24,904,683,349,1191,*,2980,9020,3800,*,*,1420,600,1000,11.1,10709,68
3754,Virginia Tech,VA,1,*,*,*,*,529,640,440,550,*,*,15712,11719,4277,18511,604,3926,10260,3176,*,*,*,740,2200,13.8,8944,73
3764,Virginia State University,VA,1,*,*,*,*,*,*,*,*,*,*,2996,2440,704,3006,338,1894,5587,4845,2750,2095,1305,500,600,16,5733,31
3765,Norfolk State University,VA,1,*,*,*,*,*,*,*,*,*,*,4066,3891,1358,6640,972,2782,6276,3600,2100,1500,35,350,2000,15.8,5000,*
3766,Virginia Union University,VA,2,343,317,660,*,*,*,*,*,*,*,1847,1610,453,1298,67,7384,7384,3494,*,*,458,500,1763,13.7,6757,30
3767,Virginia Wesleyan College,VA,2,*,*,*,*,460,580,420,530,*,*,1470,900,287,1130,417,10900,10900,5100,2800,2300,150,500,550,15.7,7804,68
3768,Washington and Lee University,VA,2,*,*,*,*,611,691,563,636,27,31,3315,1096,425,1584,3,13750,13750,4619,2019,2600,355,680,1115,9.6,15736,90
6968,University of Virginia,VA,1,*,*,*,*,590,710,520,630,*,*,15849,5384,2678,11278,114,3724,12212,3792,1816,1976,756,500,1000,9.5,13597,95
10392,Liberty University,VA,2,*,*,*,*,*,*,*,*,*,*,2814,2810,769,3350,253,5700,5700,4380,4380,*,910,550,*,17.9,*,*
29261,Christendom College,VA,2,568,568,1136,23,450,650,490,660,20,26,81,72,51,139,3,8730,8730,3600,*,*,150,400,800,9.3,10922,58
3682,Bennington College,VT,2,551,565,1116,*,500,600,520,620,22,29,519,327,114,457,2,21700,21700,4100,2100,2000,*,600,500,10.1,16364,55
3683,Castleton State College,VT,1,459,416,875,21,385,532,370,485,*,*,1257,940,363,1547,294,3660,7656,4690,2598,2092,570,400,700,14.7,6318,79
3685,College of St. Joseph,VT,2,390,400,790,*,320,450,310,440,*,*,141,118,55,201,173,8300,8300,4850,*,*,100,450,1300,9.5,6936,76
3686,Goddard College,VT,2,489,511,1000,*,338,538,300,610,*,*,96,87,49,257,*,13936,13936,5104,5104,*,70,525,945,14.5,4557,100
3687,Green Mountain College,VT,2,440,440,880,*,410,510,400,490,18,23,780,628,198,545,42,11750,11750,2700,*,*,300,400,850,14,6475,76
3688,Johnson State College,VT,1,436,412,848,*,*,*,*,*,*,*,833,669,279,1224,345,3312,7656,4690,2598,2092,585,500,624,14.4,6564,36
3689,Lyndon State College,VT,1,*,*,*,*,*,*,*,*,*,*,535,502,223,959,150,3168,7320,4640,2092,2548,826,500,600,12.6,7114,51
3690,Marlboro College,VT,2,520,550,1070,*,500,600,520,640,*,*,268,187,63,260,11,18375,18375,6075,*,*,380,300,300,7.5,11767,61
3691,Middlebury College,VT,2,*,*,*,*,610,700,560,650,27,30,3456,1171,451,2016,39,25750,25750,*,*,*,170,540,1000,10.5,21426,97
3692,Norwich University,VT,2,*,*,*,20,430,560,390,490,20,25,1743,1625,626,1862,382,14134,14134,5270,*,5270,*,500,800,13.1,9209,63
3693,Southern Vermont College,VT,2,*,*,*,*,*,*,*,*,*,*,520,204,108,418,279,8940,8940,4514,2324,2190,480,500,1150,13.4,6479,57
3694,Saint Michael's College,VT,2,524,479,1003,*,485,595,440,545,*,*,1910,1380,463,1715,106,13030,13030,5860,2310,3550,135,500,750,14.5,10190,84
3695,Trinity College,VT,2,420,410,830,*,360,480,360,450,*,*,222,185,91,484,541,11010,11010,5208,3084,2124,260,550,500,10.4,9586,78
3696,University of Vermont,VT,1,553,488,1041,*,500,610,440,540,*,*,7663,6008,1735,7353,1674,6210,15516,4928,3148,1780,442,500,990,9.9,12646,79
3771,Central Washington University,WA,1,*,*,*,*,390,520,350,465,*,*,2785,2011,1007,6507,898,2053,7242,3603,3603,*,75,654,1416,18.1,6413,51
3775,Eastern Washington University,WA,1,400,350,750,17,390,520,350,470,17,23,2231,1908,767,6561,559,2256,7974,3914,2220,1694,120,687,1437,17,7451,47
3777,Heritage College,WA,2,*,*,*,*,*,*,*,*,*,*,97,62,21,286,227,5820,5820,*,*,*,20,672,2424,9.5,5188,100
3778,Gonzaga University,WA,2,539,492,1031,25,500,599,450,550,23,27,1886,1524,526,2523,296,13000,13000,4450,4450,*,100,600,2400,14.7,9553,69
3785,Pacific Lutheran University,WA,2,531,474,1005,23,440,590,410,530,*,*,1603,1392,504,2580,302,13312,13312,4488,2240,2248,*,600,1516,11,9431,83
3788,Seattle Pacific University,WA,2,498,455,953,*,430,580,410,520,*,*,1183,1016,411,1922,704,12669,12669,4875,*,*,85,600,1250,16.8,10368,66
3790,Seattle University,WA,2,525,464,989,24,470,590,410,530,*,*,2115,1540,494,2993,347,12825,12825,4375,1150,3225,100,500,1500,12.2,10175,89
3794,St. Martin's College,WA,2,480,460,940,19,430,550,390,560,16,23,191,165,63,494,574,11550,11550,4270,*,*,540,300,500,14.5,9209,40
3797,University of Puget Sound,WA,2,581,520,1101,26,510,680,450,560,22,27,4044,2826,688,2738,138,16230,16230,4500,4500,*,140,630,1800,15,11217,63
3798,University of Washington,WA,1,*,*,*,*,500,640,420,550,22,27,12749,7025,3343,20356,4582,2907,8199,4218,*,*,*,708,2172,9,16527,65
3799,Walla Walla College,WA,2,*,*,*,22,*,*,*,*,19,25,559,402,308,1522,151,10671,10671,3417,1692,1725,276,705,1675,11.5,7115,*
3800,Washington State University,WA,1,*,*,*,*,430,560,370,480,*,*,6540,5839,2440,14445,1344,2907,8200,4210,3910,*,160,800,2719,16.9,10912,56
3802,Western Washington University,WA,1,530,470,1000,24,470,580,420,520,22,26,5548,3563,1549,8909,506,2406,8124,4144,*,*,*,639,2385,22.7,7203,61
3803,Whitman College,WA,2,600,550,1150,27,540,670,500,610,*,*,1861,998,359,1220,46,16670,16670,4900,2650,2250,155,750,800,10.5,13198,72
3804,Whitworth College,WA,2,544,490,1034,24,450,590,410,540,22,27,1121,926,372,1270,160,12660,12660,4500,*,*,185,678,2424,16.9,8328,80
8155,Evergreen State College,WA,1,521,521,1042,*,460,580,460,590,*,*,1801,1101,438,3065,363,1785,6297,4600,*,*,60,600,1323,18.1,8355,68
3832,Alverno College,WI,2,*,*,*,20,*,*,*,*,19,25,494,313,157,1317,1235,8352,8352,3640,*,*,90,650,2449,11.1,8127,55
3835,Beloit College,WI,2,575,549,1124,26,520,640,490,610,23,28,1320,923,284,1085,81,16304,16304,3616,1748,1868,170,355,715,11.1,12957,69
3838,Carroll College,WI,2,*,*,*,22,*,*,*,*,*,*,1160,991,352,1357,737,12200,12200,3880,1990,1890,110,480,930,17.8,7666,79
3839,Carthage College,WI,2,520,460,980,22,430,600,390,540,19,25,1616,1427,434,1405,580,13125,13125,3775,*,*,*,500,1300,15.9,7364,62
3842,Concordia University Wisconsin,WI,2,*,*,*,22,*,*,*,*,*,*,845,690,323,1870,1720,9300,9300,3400,3400,*,60,600,1260,20.5,4677,57
3854,Lakeland College,WI,2,*,*,*,20,*,*,*,*,20,22,497,452,231,887,1957,9400,9400,4005,4005,*,395,500,1000,17.2,4054,57
3856,Lawrence University,WI,2,*,*,*,*,530,670,480,630,24,30,1243,947,324,1129,74,17163,17163,3891,1812,2079,290,525,975,10.1,13965,77
3861,Marian College of Fond du Lac,WI,2,*,*,*,20,*,*,*,*,*,*,824,670,337,1160,653,9400,9400,3400,*,*,150,500,1100,8.4,5352,59
3863,Marquette University,WI,2,561,492,1053,25,500,630,440,540,23,28,5152,4600,1685,7016,804,11610,11610,4760,*,4760,150,600,1950,13.5,9982,77
3868,Milwaukee School of Engineering,WI,2,*,*,*,25,*,*,*,*,22,27,1217,1088,496,1773,884,11505,11505,3255,2055,1200,*,1000,2075,16.7,7140,67
3869,Mount Mary College,WI,2,520,510,1030,20,*,*,*,*,*,*,235,217,121,931,487,8950,8950,3119,*,*,*,550,1125,10.7,7016,78
3875,Northland College,WI,2,490,475,965,21,450,570,440,550,*,*,907,802,200,726,61,9570,9570,3750,1560,2190,230,350,*,15.9,7774,52
3884,Ripon College,WI,2,557,513,1070,24,500,640,470,580,22,27,587,501,211,735,28,15200,15200,4100,1840,2260,190,350,650,9.4,12472,64
3892,St. Norbert College,WI,2,614,553,1167,24,560,665,460,615,21,27,1334,1243,568,1946,95,12140,12140,4450,2355,2095,75,425,1100,15.1,8595,88
3895,University of Wisconsin at Madison,WI,1,*,*,*,*,510,660,430,570,23,28,14901,10932,4631,23945,2200,2737,9096,4290,2050,2240,*,535,1545,11.5,11006,72
3896,University of Wisconsin at Milwaukee,WI,1,*,*,*,22,*,*,*,*,21,25,5244,3782,1930,11561,7443,2771,8786,2964,1964,1000,*,570,1980,15.9,8094,38
3899,University of Wisconsin at Green Bay,WI,1,*,*,*,22,*,*,*,*,20,24,2409,1939,759,3819,1347,2284,6900,2800,1600,1200,*,475,1200,22.2,5968,46
3911,Viterbo College,WI,2,*,*,*,22,*,*,*,*,*,*,647,518,271,1014,387,9140,9140,3365,1590,1815,70,500,2245,10.7,8050,73
3915,University of Wisconsin-Stout,WI,1,*,*,*,21,*,*,*,*,18,21,2593,1966,1030,6038,579,1916,6704,2592,1404,1188,400,376,1750,21,6254,65
3917,Univ. of Wisconsin at Eau Claire,WI,1,525,460,985,23,460,585,390,510,20,25,5729,4520,1957,8516,1264,2208,6996,2705,1565,1140,1070,279,1260,19.3,6139,61
3919,Univ.  of Wisconsin at La Crosse,WI,1,*,*,*,*,*,*,*,*,19,24,4918,3965,1704,7306,707,2369,7157,2270,*,*,*,*,1700,21.3,5946,54
3921,Univ. of Wisconsin at Platteville,WI,1,*,*,*,22,*,*,*,*,*,*,2733,2000,917,4381,437,1920,6400,2515,1175,1340,420,300,1500,20.6,7100,59
3923,Univ. of Wisconsin at River Falls,WI,1,*,*,*,*,*,*,*,*,*,*,*,*,*,4342,478,2304,7092,2500,1376,1124,*,191,1357,18.1,6460,46
3924,Univ. of Wisconsin at Stevens Point,WI,1,*,*,*,22,*,*,*,*,20,24,4191,3090,1375,7198,998,2355,7142,2958,1620,1338,*,300,1230,19.2,*,67
3925,University of Wisconsin-Superior,WI,1,*,*,*,21,*,*,*,*,19,23,910,910,342,1434,417,2050,7032,2780,1408,1372,*,550,1960,15.2,6490,36
3926,University of Wisconsin-Whitewater,WI,1,*,*,*,21,*,*,*,*,19,23,4400,3719,1472,7804,1552,2300,6950,2500,2500,*,*,300,1200,23.1,5559,67
5015,University of Wisconsin at Parkside,WI,1,*,*,*,20,*,*,*,*,18,22,1705,1339,772,2999,1825,*,*,*,*,*,*,*,*,18.4,6855,28
9630,Univ. of Wisconsin at OshKosh,WI,1,*,*,*,22,*,*,*,*,*,*,4800,2900,1515,7764,1472,2158,6874,2394,1450,944,*,518,1890,19.2,5901,56
21366,Wisconsin Lutheran College,WI,2,*,*,*,23,*,*,*,*,19,26,152,128,75,282,22,9100,9100,3700,1800,1900,90,500,1400,8.5,8960,50
3806,Alderson-Broaddus College,WV,2,443,394,837,20,400,510,350,440,18,22,582,498,172,799,78,10468,10468,3380,1574,1806,92,660,1800,11.5,8991,52
3808,Bethany College,WV,2,479,448,927,23,*,*,*,*,*,*,664,515,210,712,10,15700,15700,5750,*,*,300,400,1500,13,10941,59
3809,Bluefield State College,WV,1,420,370,780,19,*,*,*,*,16,21,1046,832,518,1463,1150,1856,4498,*,*,*,*,600,2026,16.3,2520,42
3810,Concord College,WV,2,*,*,*,20,*,*,*,*,13,15,1497,1469,383,2028,773,2052,4426,3236,1454,1782,*,400,1874,19.2,4311,49
3811,Davis & Elkins College,WV,2,437,399,836,19,360,500,340,450,17,22,629,501,183,754,187,9400,9400,4450,2100,2350,130,400,*,12.8,8813,94
3812,Fairmont State College,WV,1,*,*,*,19,*,*,*,*,15,19,2485,1800,1800,4540,2073,1800,4238,3040,1400,1640,100,600,*,19.6,3191,50
3813,Glenville State College,WV,1,*,*,*,19,*,*,*,*,*,*,1246,1246,553,1595,669,1782,4080,3264,1488,1776,*,600,2000,17.3,3689,65
3815,Marshall University,WV,2,465,450,915,23,*,*,*,*,*,*,4226,3666,2007,7703,2339,1660,5094,4010,2030,1980,330,700,1560,16.6,6203,50
3818,University of Charleston,WV,2,505,443,948,21,430,550,370,470,18,23,682,535,204,771,611,9500,9500,3540,*,*,150,400,750,2.5,7683,57
3820,Salem-Teikyo University,WV,2,*,*,*,22,370,580,320,510,17,24,489,384,120,700,45,10575,10575,3952,1600,2352,*,400,620,13,8946,98
3822,Shepherd College,WV,2,481,422,903,24,430,523,380,460,18,23,1405,1167,557,2452,1113,2064,4694,3890,1990,1900,*,700,1665,16.5,3485,46
3823,West Liberty State College,WV,1,*,*,*,19,*,*,*,*,16,21,1164,1062,478,2138,227,1900,4470,2890,*,*,*,600,1210,16.3,4249,60
3825,West Virginia Institute of Technology,WV,1,*,*,*,20,*,*,*,*,16,28,1594,1572,675,2432,616,3954,*,3752,1800,1952,*,500,*,15.3,4325,56
3826,West Virginia State College,WV,1,*,*,*,18,*,*,*,*,*,*,1869,*,957,2817,1939,1988,4616,3200,1500,1700,50,750,750,19.2,3839,*
3827,West Virginia University,WV,1,507,439,946,22,450,560,380,490,20,24,9630,7801,2881,14524,1053,2128,6370,4310,2284,2026,*,*,*,13.4,8318,57
3830,West Virginia Wesleyan College,WV,2,489,439,928,23,420,560,370,500,20,27,1566,1400,483,1509,170,14200,14200,3775,1750,2025,*,450,1100,16.4,8080,67
3831,Wheeling Jesuit College,WV,2,479,433,912,22,410,520,380,490,19,24,903,755,213,971,305,10500,10500,4545,2100,2445,*,600,600,14.1,7494,72
3932,University of Wyoming,WY,1,*,*,*,23,*,*,*,*,20,26,2029,1516,1073,7535,1488,1908,5988,3422,1462,1960,300,600,1500,15.1,8745,45
